Component Item Number,Work Ord Number,Acctg Value,Total Issued,F g,Quantity Required,Over Issued,Over Ext $$,Status Flag
660-0238R|01,1058406,3.59,684,A,652,32,114.88,A
660-0238R|01,1058654,3.59,711,A,440,271,972.89,A
660-0238R|01,1058685,3.59,5000,A,4500,500,1795,A
660-0238R|01,1058688,3.59,1336,A,432,904,3245.36,A
******,,,,,,,------,
660-0238R|01,,,,,,,6160.44,
,,,,,,,,
660-0250R|01,1055049,2.85,449,A,444,5,14.25,A
660-0250R|01,1057691,2.85,209,A,204,5,14.25,A
******,,,,,,,------,
660-0250R|01,,,,,,,28.5,
,,,,,,,,
660-0261R|01,1057578,1.2,967,A,950,17,20.4,A
******,,,,,,,------,
660-0261R|01,,,,,,,20.4,
,,,,,,,,
660-0263R|01,1057578,0.59,953,A,950,3,1.77,A
******,,,,,,,------,
660-0263R|01,,,,,,,1.77,
,,,,,,,,
660-0276R|01,1055261,0.2365,135,A,124,11,2.6015,A
660-0276R|01,1057712,0.2365,406,C,400,6,1.419,C
660-0276R|01,1058060,0.2365,3002,A,3000,2,0.473,A
660-0276R|01,1058287,0.2365,2303,A,2300,3,0.7095,A
660-0276R|01,1058550,0.2365,1999,A,1352,647,153.0155,A
******,,,,,,,------,
660-0276R|01,,,,,,,158.2185,
,,,,,,,,
6609|01,1054481,0.262,3000,A,2992,8,2.096,A
6609|01,1054647,0.262,3400,A,500,2900,759.8,A
6609|01,1057620,0.262,2326,C,2025,301,78.862,C
******,,,,,,,------,
6609|01,,,,,,,840.758,
,,,,,,,,
661-0015R|01,1056977,0.978,154,A,150,4,3.912,A
661-0015R|01,1057991,0.978,173,A,172,1,0.978,A
661-0015R|01,1058446,0.978,202,C,200,2,1.956,C
661-0015R|01,1058549,0.978,356,A,350,6,5.868,A
661-0015R|01,1058552,0.978,108,A,100,8,7.824,A
661-0015R|01,1058659,0.978,1136,A,1000,136,133.008,A
******,,,,,,,------,
661-0015R|01,,,,,,,153.546,
,,,,,,,,
661-0017R|01,1056355,0.8127,190,C,184,6,4.8762,C
******,,,,,,,------,
661-0017R|01,,,,,,,4.8762,
,,,,,,,,
661-0020R|01,1056081,2.34,126,A,100,26,60.84,A
661-0020R|01,1058692,2.34,118,A,100,18,42.12,A
******,,,,,,,------,
661-0020R|01,,,,,,,102.96,
,,,,,,,,
661-0036R|01,1057790,0.537,94,A,90,4,2.148,A
661-0036R|01,1057991,0.537,176,A,172,4,2.148,A
661-0036R|01,1058146,0.537,164,A,150,14,7.518,A
661-0036R|01,1058446,0.537,261,C,200,61,32.757,C
******,,,,,,,------,
661-0036R|01,,,,,,,44.571,
,,,,,,,,
661-0044R|01,1054724,0.23,1258,C,356,902,207.46,C
661-0044R|01,1057578,0.23,1903,A,1900,3,0.69,A
661-0044R|01,1058326,0.23,477,A,472,5,1.15,A
661-0044R|01,1058694,0.23,1223,A,1000,223,51.29,A
******,,,,,,,------,
661-0044R|01,,,,,,,260.59,
,,,,,,,,
661-0047R|01,1058326,1.27,475,A,472,3,3.81,A
******,,,,,,,------,
661-0047R|01,,,,,,,3.81,
,,,,,,,,
661-0049R|01,1057901,0.0872,52,C,50,2,0.1744,C
661-0049R|01,1058463,0.0872,2076,C,2000,76,6.6272,C
661-0049R|01,1058544,0.0872,2500,A,2000,500,43.6,A
661-0049R|01,1058657,0.0872,8046,A,8000,46,4.0112,A
661-0049R|01,1058659,0.0872,2500,A,1000,1500,130.8,A
******,,,,,,,------,
661-0049R|01,,,,,,,185.2128,
,,,,,,,,
661-0059R|01,1057178,0.28,1541,A,1500,41,11.48,A
661-0059R|01,1057260,0.28,602,A,600,2,0.56,A
661-0059R|01,1057688,0.28,404,A,400,4,1.12,A
661-0059R|01,1057993,0.28,202,A,200,2,0.56,A
661-0059R|01,1058406,0.28,668,A,652,16,4.48,A
661-0059R|01,1058688,0.28,1335,A,432,903,252.84,A
661-0059R|01,1058690,0.28,2728,A,2500,228,63.84,A
******,,,,,,,------,
661-0059R|01,,,,,,,334.88,
,,,,,,,,
661-0060R|01,1056537,0.402,614,C,600,14,5.628,C
661-0060R|01,1057178,0.402,1510,A,1500,10,4.02,A
661-0060R|01,1057260,0.402,604,A,600,4,1.608,A
661-0060R|01,1057968,0.402,1510,A,1000,510,205.02,A
661-0060R|01,1058688,0.402,1342,A,432,910,365.82,A
******,,,,,,,------,
661-0060R|01,,,,,,,582.096,
,,,,,,,,
661-0063R|01,1057253,0.76,436,A,300,136,103.36,A
661-0063R|01,1058539,0.76,1501,A,1500,1,0.76,A
******,,,,,,,------,
661-0063R|01,,,,,,,104.12,
,,,,,,,,
661-0077R|01,1057578,0.344,1912,A,1900,12,4.128,A
******,,,,,,,------,
661-0077R|01,,,,,,,4.128,
,,,,,,,,
6610|01,1058395,0.705,802,C,800,2,1.41,C
******,,,,,,,------,
6610|01,,,,,,,1.41,
,,,,,,,,
6617|01,1058152,0.38,88,C,86,2,0.76,C
******,,,,,,,------,
6617|01,,,,,,,0.76,
,,,,,,,,
6621|01,1054481,0.092,8977,A,8976,1,0.092,A
6621|01,1055964,0.092,1500,A,1200,300,27.6,A
6621|01,1056148,0.092,636,A,600,36,3.312,A
6621|01,1056234,0.092,103,A,100,3,0.276,A
6621|01,1057086,0.092,739,C,704,35,3.22,C
6621|01,1057769,0.092,1253,A,1248,5,0.46,A
6621|01,1058010,0.092,6087,C,6000,87,8.004,C
6621|01,1058013,0.092,6000,C,5800,200,18.4,C
6621|01,1058016,0.092,10030,C,9996,34,3.128,C
6621|01,1058104,0.092,605,A,562,43,3.956,A
6621|01,1058253,0.092,8468,A,8004,464,42.688,A
6621|01,1058705,0.092,4500,A,4032,468,43.056,A
******,,,,,,,------,
6621|01,,,,,,,154.192,
,,,,,,,,
6622|01,1056234,0.0099,159,A,150,9,0.0891,A
6622|01,1058152,0.0099,435,C,430,5,0.0495,C
******,,,,,,,------,
6622|01,,,,,,,0.1386,
,,,,,,,,
6626|01,1058152,0.248,89,C,86,3,0.744,C
******,,,,,,,------,
6626|01,,,,,,,0.744,
,,,,,,,,
6628A|01,1056234,0.025,51,A,50,1,0.025,A
******,,,,,,,------,
6628A|01,,,,,,,0.025,
,,,,,,,,
663-0005R|01,1057969,0.32,682,A,294,388,124.16,A
******,,,,,,,------,
663-0005R|01,,,,,,,124.16,
,,,,,,,,
663-0009R|01,1057969,0.226,341,A,147,194,43.844,A
******,,,,,,,------,
663-0009R|01,,,,,,,43.844,
,,,,,,,,
663-0010R|01,1056081,0.055,412,A,400,12,0.66,A
663-0010R|01,1057969,0.055,1364,A,588,776,42.68,A
******,,,,,,,------,
663-0010R|01,,,,,,,43.34,
,,,,,,,,
663-0017R|01,1057252,0.042,1504,A,1500,4,0.168,A
663-0017R|01,1057253,0.042,304,A,300,4,0.168,A
663-0017R|01,1057712,0.042,402,C,400,2,0.084,C
663-0017R|01,1057991,0.042,862,A,860,2,0.084,A
663-0017R|01,1058019,0.042,1001,A,1000,1,0.042,A
663-0017R|01,1058287,0.042,2310,A,2300,10,0.42,A
663-0017R|01,1058539,0.042,1911,A,1500,411,17.262,A
663-0017R|01,1058549,0.042,1138,A,350,788,33.096,A
663-0017R|01,1058550,0.042,2000,A,1352,648,27.216,A
663-0017R|01,1058553,0.042,203,A,100,103,4.326,A
663-0017R|01,1058659,0.042,1004,A,1000,4,0.168,A
******,,,,,,,------,
663-0017R|01,,,,,,,83.034,
,,,,,,,,
663-0018R|01,1055261,0.0097,256,A,248,8,0.0776,A
663-0018R|01,1056380,0.0097,9620,A,9600,20,0.194,A
663-0018R|01,1056765,0.0097,662,A,450,212,2.0564,A
663-0018R|01,1057250,0.0097,149,A,148,1,0.0097,A
663-0018R|01,1057712,0.0097,885,C,800,85,0.8245,C
663-0018R|01,1057713,0.0097,717,C,700,17,0.1649,C
663-0018R|01,1057742,0.0097,819,A,800,19,0.1843,A
663-0018R|01,1057901,0.0097,147,C,100,47,0.4559,C
663-0018R|01,1057991,0.0097,558,A,516,42,0.4074,A
663-0018R|01,1058015,0.0097,1095,A,750,345,3.3465,A
663-0018R|01,1058064,0.0097,466,A,456,10,0.097,A
663-0018R|01,1058287,0.0097,4605,A,4600,5,0.0485,A
663-0018R|01,1058550,0.0097,2807,A,2704,103,0.9991,A
663-0018R|01,1058659,0.0097,3000,A,2000,1000,9.7,A
663-0018R|01,1058661,0.0097,5915,A,5400,515,4.9955,A
663-0018R|01,1058686,0.0097,9936,A,8000,1936,18.7792,A
663-0018R|01,1058691,0.0097,4592,A,2704,1888,18.3136,A
663-0018R|01,1058693,0.0097,3000,A,200,2800,27.16,A
******,,,,,,,------,
663-0018R|01,,,,,,,87.8141,
,,,,,,,,
663-0030R|01,1055047,0.0157,263,A,260,3,0.0471,A
663-0030R|01,1056543,0.0157,1002,A,1000,2,0.0314,A
663-0030R|01,1056765,0.0157,320,A,300,20,0.314,A
663-0030R|01,1057249,0.0157,263,A,260,3,0.0471,A
663-0030R|01,1057250,0.0157,768,A,740,28,0.4396,A
663-0030R|01,1057252,0.0157,1508,A,1500,8,0.1256,A
663-0030R|01,1057253,0.0157,302,A,300,2,0.0314,A
663-0030R|01,1057254,0.0157,1008,A,1000,8,0.1256,A
663-0030R|01,1057258,0.0157,1125,A,1112,13,0.2041,A
663-0030R|01,1057260,0.0157,1809,A,1800,9,0.1413,A
663-0030R|01,1057474,0.0157,2012,A,2000,12,0.1884,A
663-0030R|01,1057688,0.0157,407,A,400,7,0.1099,A
663-0030R|01,1057691,0.0157,441,A,408,33,0.5181,A
663-0030R|01,1057713,0.0157,1435,C,1400,35,0.5495,C
663-0030R|01,1057790,0.0157,200,A,180,20,0.314,A
663-0030R|01,1057901,0.0157,207,C,200,7,0.1099,C
663-0030R|01,1057968,0.0157,2142,A,2000,142,2.2294,A
663-0030R|01,1057991,0.0157,666,A,344,322,5.0554,A
663-0030R|01,1057993,0.0157,404,A,400,4,0.0628,A
663-0030R|01,1058018,0.0157,1002,A,1000,2,0.0314,A
663-0030R|01,1058020,0.0157,653,A,120,533,8.3681,A
663-0030R|01,1058021,0.0157,1004,C,1000,4,0.0628,C
663-0030R|01,1058146,0.0157,152,A,150,2,0.0314,A
663-0030R|01,1058151,0.0157,2001,A,2000,1,0.0157,A
663-0030R|01,1058308,0.0157,5,A,4,1,0.0157,A
663-0030R|01,1058319,0.0157,2006,A,2000,6,0.0942,A
663-0030R|01,1058406,0.0157,2386,A,1304,1082,16.9874,A
663-0030R|01,1058446,0.0157,417,C,200,217,3.4069,C
663-0030R|01,1058539,0.0157,1522,A,1500,22,0.3454,A
663-0030R|01,1058540,0.0157,2025,C,2000,25,0.3925,C
663-0030R|01,1058543,0.0157,183,A,180,3,0.0471,A
663-0030R|01,1058544,0.0157,3000,A,2000,1000,15.7,A
663-0030R|01,1058545,0.0157,1968,A,600,1368,21.4776,A
663-0030R|01,1058547,0.0157,3000,A,500,2500,39.25,A
663-0030R|01,1058548,0.0157,20114,C,20000,114,1.7898,C
663-0030R|01,1058549,0.0157,1532,A,1400,132,2.0724,A
663-0030R|01,1058553,0.0157,133,A,100,33,0.5181,A
663-0030R|01,1058654,0.0157,5443,A,880,4563,71.6391,A
663-0030R|01,1058657,0.0157,8056,A,8000,56,0.8792,A
663-0030R|01,1058659,0.0157,5867,A,4000,1867,29.3119,A
663-0030R|01,1058683,0.0157,3000,A,1944,1056,16.5792,A
663-0030R|01,1058685,0.0157,12416,A,9000,3416,53.6312,A
663-0030R|01,1058688,0.0157,2622,A,1296,1326,20.8182,A
663-0030R|01,1058690,0.0157,10466,A,2500,7966,125.0662,A
663-0030R|01,1058695,0.0157,3000,A,1000,2000,31.4,A
******,,,,,,,------,
663-0030R|01,,,,,,,470.5761,
,,,,,,,,
663-0036R|01,1057742,0.0145,401,A,400,1,0.0145,A
663-0036R|01,1057901,0.0145,1766,C,600,1166,16.907,C
663-0036R|01,1057970,0.0145,700,A,688,12,0.174,A
663-0036R|01,1058059,0.0145,186,A,180,6,0.087,A
663-0036R|01,1058064,0.0145,458,A,228,230,3.335,A
663-0036R|01,1058146,0.0145,2408,A,2400,8,0.116,A
663-0036R|01,1058446,0.0145,4020,C,3200,820,11.89,C
663-0036R|01,1058549,0.0145,4230,A,4200,30,0.435,A
663-0036R|01,1058550,0.0145,2359,A,1352,1007,14.6015,A
663-0036R|01,1058659,0.0145,24000,A,12000,12000,174,A
663-0036R|01,1058661,0.0145,4438,A,2700,1738,25.201,A
663-0036R|01,1058691,0.0145,1551,A,1352,199,2.8855,A
663-0036R|01,1058692,0.0145,3000,A,1100,1900,27.55,A
663-0036R|01,1058693,0.0145,587,A,100,487,7.0615,A
******,,,,,,,------,
663-0036R|01,,,,,,,284.258,
,,,,,,,,
663-0039R|01,1056765,0.099,164,A,150,14,1.386,A
663-0039R|01,1057713,0.099,355,C,350,5,0.495,C
663-0039R|01,1057790,0.099,94,A,90,4,0.396,A
663-0039R|01,1057901,0.099,58,C,50,8,0.792,C
663-0039R|01,1057991,0.099,175,A,172,3,0.297,A
663-0039R|01,1058659,0.099,2000,A,1000,1000,99,A
******,,,,,,,------,
663-0039R|01,,,,,,,102.366,
,,,,,,,,
663-0040R|01,1057790,0.0897,92,A,90,2,0.1794,A
663-0040R|01,1057901,0.0897,202,C,200,2,0.1794,C
663-0040R|01,1057991,0.0897,178,A,172,6,0.5382,A
663-0040R|01,1058549,0.0897,1608,A,1400,208,18.6576,A
663-0040R|01,1058659,0.0897,4500,A,4000,500,44.85,A
******,,,,,,,------,
663-0040R|01,,,,,,,64.4046,
,,,,,,,,
663-0042R|01,1055261,0.065,173,A,124,49,3.185,A
663-0042R|01,1056765,0.065,207,A,150,57,3.705,A
663-0042R|01,1057253,0.065,312,A,300,12,0.78,A
663-0042R|01,1057790,0.065,91,A,90,1,0.065,A
663-0042R|01,1058287,0.065,2564,A,2300,264,17.16,A
663-0042R|01,1058539,0.065,2000,A,1500,500,32.5,A
663-0042R|01,1058550,0.065,2000,A,1352,648,42.12,A
663-0042R|01,1058553,0.065,112,A,100,12,0.78,A
663-0042R|01,1058691,0.065,1605,A,1352,253,16.445,A
******,,,,,,,------,
663-0042R|01,,,,,,,116.74,
,,,,,,,,
663-0043R|01,1056380,0.0319,1814,A,1800,14,0.4466,A
663-0043R|01,1056543,0.0319,1001,A,1000,1,0.0319,A
663-0043R|01,1057258,0.0319,1114,A,1112,2,0.0638,A
663-0043R|01,1057968,0.0319,2062,A,2000,62,1.9778,A
663-0043R|01,1058024,0.0319,1024,A,1000,24,0.7656,A
663-0043R|01,1058308,0.0319,47,A,4,43,1.3717,A
663-0043R|01,1058319,0.0319,2149,A,2000,149,4.7531,A
663-0043R|01,1058545,0.0319,760,A,600,160,5.104,A
663-0043R|01,1058547,0.0319,607,A,500,107,3.4133,A
663-0043R|01,1058552,0.0319,351,A,300,51,1.6269,A
663-0043R|01,1058654,0.0319,950,A,880,70,2.233,A
663-0043R|01,1058683,0.0319,2000,A,1944,56,1.7864,A
663-0043R|01,1058686,0.0319,1967,A,1500,467,14.8973,A
663-0043R|01,1058688,0.0319,1593,A,1296,297,9.4743,A
663-0043R|01,1058695,0.0319,2000,A,1000,1000,31.9,A
******,,,,,,,------,
663-0043R|01,,,,,,,79.8457,
,,,,,,,,
663-0044R|01,1054724,0.04,361,C,356,5,0.2,C
663-0044R|01,1056187,0.04,180,A,176,4,0.16,A
663-0044R|01,1056380,0.04,605,A,600,5,0.2,A
663-0044R|01,1057578,0.04,1907,A,1900,7,0.28,A
663-0044R|01,1057691,0.04,223,A,204,19,0.76,A
663-0044R|01,1058326,0.04,590,A,472,118,4.72,A
663-0044R|01,1058552,0.04,108,A,100,8,0.32,A
663-0044R|01,1058686,0.04,1378,A,500,878,35.12,A
663-0044R|01,1058694,0.04,1892,A,1000,892,35.68,A
******,,,,,,,------,
663-0044R|01,,,,,,,77.44,
,,,,,,,,
663-0046R|01,1050891,0.0324,547,A,544,3,0.0972,A
663-0046R|01,1054131,0.0324,86,A,80,6,0.1944,A
663-0046R|01,1056537,0.0324,620,C,600,20,0.648,C
663-0046R|01,1057258,0.0324,2229,A,2224,5,0.162,A
663-0046R|01,1057260,0.0324,611,A,600,11,0.3564,A
663-0046R|01,1057271,0.0324,968,A,952,16,0.5184,A
663-0046R|01,1057474,0.0324,1005,A,1000,5,0.162,A
663-0046R|01,1057688,0.0324,413,A,400,13,0.4212,A
663-0046R|01,1057691,0.0324,221,A,204,17,0.5508,A
663-0046R|01,1057968,0.0324,1047,A,1000,47,1.5228,A
663-0046R|01,1058308,0.0324,447,A,8,439,14.2236,A
663-0046R|01,1058543,0.0324,474,A,360,114,3.6936,A
663-0046R|01,1058545,0.0324,640,A,600,40,1.296,A
663-0046R|01,1058654,0.0324,445,A,440,5,0.162,A
663-0046R|01,1058683,0.0324,3896,A,3888,8,0.2592,A
663-0046R|01,1058685,0.0324,6000,A,4500,1500,48.6,A
663-0046R|01,1058686,0.0324,1116,A,500,616,19.9584,A
663-0046R|01,1058688,0.0324,2000,A,432,1568,50.8032,A
******,,,,,,,------,
663-0046R|01,,,,,,,143.6292,
,,,,,,,,
663-0048R|01,1050891,0.11,277,A,272,5,0.55,A
663-0048R|01,1054131,0.11,83,A,80,3,0.33,A
663-0048R|01,1057258,0.11,1120,A,1112,8,0.88,A
663-0048R|01,1057262,0.11,615,A,600,15,1.65,A
663-0048R|01,1057270,0.11,525,C,500,25,2.75,C
663-0048R|01,1058308,0.11,16,A,4,12,1.32,A
663-0048R|01,1058319,0.11,1028,A,1000,28,3.08,A
663-0048R|01,1058543,0.11,184,A,180,4,0.44,A
663-0048R|01,1058547,0.11,508,A,500,8,0.88,A
663-0048R|01,1058654,0.11,1000,A,440,560,61.6,A
******,,,,,,,------,
663-0048R|01,,,,,,,73.48,
,,,,,,,,
663-0049R|01,1054724,0.0655,714,C,712,2,0.131,C
663-0049R|01,1057578,0.0655,3806,A,3800,6,0.393,A
663-0049R|01,1057993,0.0655,402,A,400,2,0.131,A
663-0049R|01,1058326,0.0655,950,A,944,6,0.393,A
663-0049R|01,1058694,0.0655,2050,A,2000,50,3.275,A
******,,,,,,,------,
663-0049R|01,,,,,,,4.323,
,,,,,,,,
663-0055R|01,1057713,0.0484,355,C,350,5,0.242,C
663-0055R|01,1057790,0.0484,92,A,90,2,0.0968,A
663-0055R|01,1057991,0.0484,178,A,172,6,0.2904,A
663-0055R|01,1058014,0.0484,39,A,29,10,0.484,A
663-0055R|01,1058146,0.0484,311,A,300,11,0.5324,A
663-0055R|01,1058446,0.0484,402,C,400,2,0.0968,C
663-0055R|01,1058549,0.0484,355,A,350,5,0.242,A
663-0055R|01,1058552,0.0484,208,A,200,8,0.3872,A
663-0055R|01,1058659,0.0484,1330,A,1000,330,15.972,A
663-0055R|01,1058692,0.0484,3850,A,200,3650,176.66,A
******,,,,,,,------,
663-0055R|01,,,,,,,195.0036,
,,,,,,,,
663-0058R|01,1057578,0.251,7608,A,7600,8,2.008,A
******,,,,,,,------,
663-0058R|01,,,,,,,2.008,
,,,,,,,,
663-0060R|01,1057993,0.06,404,A,400,4,0.24,A
******,,,,,,,------,
663-0060R|01,,,,,,,0.24,
,,,,,,,,
663-0062R|01,1057578,0.024,15266,A,15200,66,1.584,A
******,,,,,,,------,
663-0062R|01,,,,,,,1.584,
,,,,,,,,
6631|01,1056234,0.105,63,A,50,13,1.365,A
******,,,,,,,------,
6631|01,,,,,,,1.365,
,,,,,,,,
6637|01,1058152,1.97,87,C,86,1,1.97,C
******,,,,,,,------,
6637|01,,,,,,,1.97,
,,,,,,,,
6638|01,1058152,0.61,91,C,86,5,3.05,C
******,,,,,,,------,
6638|01,,,,,,,3.05,
,,,,,,,,
6639|01,1056234,0.0042,101,A,100,1,0.0042,A
******,,,,,,,------,
6639|01,,,,,,,0.0042,
,,,,,,,,
664-0012R|01,1056355,0.0156,195,C,184,11,0.1716,C
664-0012R|01,1057578,0.0156,7616,A,7600,16,0.2496,A
664-0012R|01,1058146,0.0156,157,A,150,7,0.1092,A
664-0012R|01,1058446,0.0156,203,C,200,3,0.0468,C
******,,,,,,,------,
664-0012R|01,,,,,,,0.5772,
,,,,,,,,
664-0013R|01,1057970,0.0142,347,A,344,3,0.0426,A
******,,,,,,,------,
664-0013R|01,,,,,,,0.0426,
,,,,,,,,
664-0015R|01,1054724,0.0275,1430,C,1424,6,0.165,C
664-0015R|01,1058326,0.0275,1904,A,1888,16,0.44,A
664-0015R|01,1058694,0.0275,6000,A,4000,2000,55,A
******,,,,,,,------,
664-0015R|01,,,,,,,55.605,
,,,,,,,,
6648|01,1056234,0.0121,56,A,50,6,0.0726,A
******,,,,,,,------,
6648|01,,,,,,,0.0726,
,,,,,,,,
6649|01,1058152,0.45,89,C,86,3,1.35,C
******,,,,,,,------,
6649|01,,,,,,,1.35,
,,,,,,,,
665-0008R|01,1054131,0.0895,82,A,80,2,0.179,A
665-0008R|01,1057260,0.0895,607,A,600,7,0.6265,A
665-0008R|01,1057270,0.0895,502,C,500,2,0.179,C
665-0008R|01,1058319,0.0895,1002,A,1000,2,0.179,A
665-0008R|01,1058688,0.0895,723,A,432,291,26.0445,A
******,,,,,,,------,
665-0008R|01,,,,,,,27.208,
,,,,,,,,
665-0009R|01,1054724,0.04,717,C,712,5,0.2,C
665-0009R|01,1056537,0.04,602,C,600,2,0.08,C
665-0009R|01,1057178,0.04,1513,A,1500,13,0.52,A
665-0009R|01,1057259,0.04,507,A,500,7,0.28,A
665-0009R|01,1057688,0.04,405,A,400,5,0.2,A
665-0009R|01,1058326,0.04,950,A,944,6,0.24,A
665-0009R|01,1058690,0.04,3000,A,2500,500,20,A
665-0009R|01,1058694,0.04,3000,A,2000,1000,40,A
******,,,,,,,------,
665-0009R|01,,,,,,,61.52,
,,,,,,,,
665-0011R|01,1056187,0.016,356,A,352,4,0.064,A
665-0011R|01,1056977,0.016,169,A,150,19,0.304,A
665-0011R|01,1056979,0.016,109,A,100,9,0.144,A
665-0011R|01,1057260,0.016,2406,A,2400,6,0.096,A
665-0011R|01,1057270,0.016,514,C,500,14,0.224,C
665-0011R|01,1057713,0.016,2137,C,2100,37,0.592,C
665-0011R|01,1057742,0.016,408,A,400,8,0.128,A
665-0011R|01,1057901,0.016,306,C,300,6,0.096,C
665-0011R|01,1057966,0.016,3010,A,3000,10,0.16,A
665-0011R|01,1057968,0.016,1916,A,1000,916,14.656,A
665-0011R|01,1057991,0.016,1556,A,1548,8,0.128,A
665-0011R|01,1058014,0.016,650,A,29,621,9.936,A
665-0011R|01,1058015,0.016,186,A,150,36,0.576,A
665-0011R|01,1058064,0.016,236,A,228,8,0.128,A
665-0011R|01,1058406,0.016,723,A,652,71,1.136,A
665-0011R|01,1058549,0.016,2744,A,2100,644,10.304,A
665-0011R|01,1058550,0.016,2242,A,1352,890,14.24,A
665-0011R|01,1058659,0.016,6326,A,6000,326,5.216,A
665-0011R|01,1058661,0.016,2781,A,2700,81,1.296,A
665-0011R|01,1058686,0.016,3000,A,1500,1500,24,A
665-0011R|01,1058688,0.016,2471,A,1728,743,11.888,A
665-0011R|01,1058691,0.016,2113,A,1352,761,12.176,A
665-0011R|01,1058693,0.016,3000,A,100,2900,46.4,A
******,,,,,,,------,
665-0011R|01,,,,,,,153.888,
,,,,,,,,
665-0013R|01,1055261,0.0065,132,A,124,8,0.052,A
665-0013R|01,1056354,0.0065,507,A,500,7,0.0455,A
665-0013R|01,1056765,0.0065,153,A,150,3,0.0195,A
665-0013R|01,1056979,0.0065,106,A,100,6,0.039,A
665-0013R|01,1057742,0.0065,401,A,400,1,0.0065,A
665-0013R|01,1057991,0.0065,182,A,172,10,0.065,A
665-0013R|01,1058015,0.0065,380,A,300,80,0.52,A
665-0013R|01,1058064,0.0065,233,A,228,5,0.0325,A
665-0013R|01,1058287,0.0065,2301,A,2300,1,0.0065,A
665-0013R|01,1058550,0.0065,2748,A,1352,1396,9.074,A
665-0013R|01,1058661,0.0065,2818,A,2700,118,0.767,A
665-0013R|01,1058691,0.0065,4722,A,1352,3370,21.905,A
665-0013R|01,1058693,0.0065,2869,A,100,2769,17.9985,A
******,,,,,,,------,
665-0013R|01,,,,,,,50.531,
,,,,,,,,
665-0014R|01,1058014,0.0148,36,A,29,7,0.1036,A
******,,,,,,,------,
665-0014R|01,,,,,,,0.1036,
,,,,,,,,
665-0015R|01,1056979,0.0281,201,A,200,1,0.0281,A
665-0015R|01,1057253,0.0281,308,A,300,8,0.2248,A
665-0015R|01,1057254,0.0281,1003,A,1000,3,0.0843,A
665-0015R|01,1057742,0.0281,802,A,800,2,0.0562,A
665-0015R|01,1057968,0.0281,1223,A,1000,223,6.2663,A
665-0015R|01,1058319,0.0281,1007,A,1000,7,0.1967,A
665-0015R|01,1058406,0.0281,692,A,652,40,1.124,A
665-0015R|01,1058540,0.0281,2005,C,2000,5,0.1405,C
665-0015R|01,1058541,0.0281,3000,A,2500,500,14.05,A
665-0015R|01,1058543,0.0281,185,A,180,5,0.1405,A
665-0015R|01,1058544,0.0281,2372,A,2000,372,10.4532,A
665-0015R|01,1058545,0.0281,612,A,600,12,0.3372,A
665-0015R|01,1058550,0.0281,2818,A,2704,114,3.2034,A
665-0015R|01,1058657,0.0281,8040,A,8000,40,1.124,A
665-0015R|01,1058661,0.0281,5824,A,5400,424,11.9144,A
665-0015R|01,1058683,0.0281,3000,A,1944,1056,29.6736,A
665-0015R|01,1058685,0.0281,4763,A,4500,263,7.3903,A
665-0015R|01,1058688,0.0281,1498,A,432,1066,29.9546,A
665-0015R|01,1058690,0.0281,4811,A,2500,2311,64.9391,A
665-0015R|01,1058691,0.0281,2815,A,2704,111,3.1191,A
665-0015R|01,1058693,0.0281,3000,A,200,2800,78.68,A
665-0015R|01,1058695,0.0281,3000,A,1000,2000,56.2,A
******,,,,,,,------,
665-0015R|01,,,,,,,319.3003,
,,,,,,,,
665-0017R|01,1054724,0.0156,7146,C,7120,26,0.4056,C
665-0017R|01,1056081,0.0156,1204,A,1200,4,0.0624,A
665-0017R|01,1056355,0.0156,8101,C,6256,1845,28.782,C
665-0017R|01,1056977,0.0156,156,A,150,6,0.0936,A
665-0017R|01,1057250,0.0156,302,A,296,6,0.0936,A
665-0017R|01,1057578,0.0156,40183,A,39900,283,4.4148,A
665-0017R|01,1057970,0.0156,2757,A,2752,5,0.078,A
665-0017R|01,1057993,0.0156,1613,A,1600,13,0.2028,A
665-0017R|01,1058014,0.0156,898,A,116,782,12.1992,A
665-0017R|01,1058015,0.0156,271,A,150,121,1.8876,A
665-0017R|01,1058146,0.0156,5150,A,5100,50,0.78,A
665-0017R|01,1058326,0.0156,9480,A,9440,40,0.624,A
665-0017R|01,1058446,0.0156,6875,C,6800,75,1.17,C
665-0017R|01,1058692,0.0156,1468,A,1200,268,4.1808,A
665-0017R|01,1058694,0.0156,21000,A,20000,1000,15.6,A
******,,,,,,,------,
665-0017R|01,,,,,,,70.5744,
,,,,,,,,
665-0018R|01,1056380,0.142,603,A,600,3,0.426,A
665-0018R|01,1056765,0.142,304,A,300,4,0.568,A
665-0018R|01,1056977,0.142,468,A,450,18,2.556,A
665-0018R|01,1057790,0.142,186,A,180,6,0.852,A
665-0018R|01,1057991,0.142,347,A,344,3,0.426,A
665-0018R|01,1058015,0.142,463,A,450,13,1.846,A
665-0018R|01,1058686,0.142,2494,A,500,1994,283.148,A
******,,,,,,,------,
665-0018R|01,,,,,,,289.822,
,,,,,,,,
665-0019R|01,1056977,0.038,152,A,150,2,0.076,A
665-0019R|01,1058014,0.038,49,A,29,20,0.76,A
******,,,,,,,------,
665-0019R|01,,,,,,,0.836,
,,,,,,,,
665-0025R|01,1056977,0.125,157,A,150,7,0.875,A
665-0025R|01,1058015,0.125,177,A,150,27,3.375,A
******,,,,,,,------,
